"expiry_dt","strike_pr","ce_volume","pe_volume","total_volume","total_open_interest"
"2019-09-19","28000.00","3186171","484404","3670575","4875860"
"2019-09-19","28100.00","1466388","107593","1573981","1857140"
"2019-09-19","28200.00","1714235","46588","1760823","2020040"
"2019-09-19","28300.00","1352451","8923","1361374","1618080"
"2019-09-19","28400.00","1039849","10666","1050515","1271580"
"2019-09-19","28500.00","1588908","17111","1606019","3084540"
"2019-09-19","28600.00","653347","281","653628","936500"
"2019-09-19","28700.00","525833","177","526010","1087140"
"2019-09-19","28800.00","431198","115","431313","851500"
"2019-09-19","28900.00","258841","106","258947","381700"
"2019-09-19","29000.00","391390","1024","392414","1013920"
"2019-09-19","29100.00","40085","0","40085","79680"
"2019-09-19","29200.00","21482","0","21482","66600"
"2019-09-19","29300.00","9693","0","9693","31760"
"2019-09-19","29400.00","6071","0","6071","12100"
"2019-09-19","29500.00","16466","173","16639","71840"
"2019-09-19","29600.00","1259","0","1259","11380"
"2019-09-19","29700.00","158","0","158","5000"
"2019-09-19","29800.00","14","0","14","100"
"2019-09-19","29900.00","0","0","0","0"
"2019-09-19","30000.00","4742","90","4832","73200"
"2019-09-19","30100.00","3512","0","3512","0"
"2019-09-19","30200.00","3023","0","3023","40"
"2019-09-19","30300.00","4535","0","4535","40"
"2019-09-19","30400.00","3885","0","3885","160"
"2019-09-19","30500.00","5660","0","5660","2600"
"2019-09-19","30600.00","7050","0","7050","260"
"2019-09-19","30700.00","3678","0","3678","160"
"2019-09-19","30800.00","4041","7","4048","240"
"2019-09-19","30900.00","6030","0","6030","200"
"2019-09-19","31000.00","1578","42","1620","5340"
"2019-09-19","31100.00","6018","0","6018","0"
"2019-09-19","31200.00","8092","0","8092","100"
"2019-09-19","31300.00","5545","0","5545","1000"
"2019-09-19","31400.00","6683","0","6683","360"
"2019-09-19","31500.00","6426","0","6426","200"
"2019-09-19","31600.00","13241","0","13241","260"
"2019-09-19","31700.00","15071","0","15071","800"
"2019-09-19","31800.00","12027","0","12027","400"
"2019-09-19","31900.00","15248","0","15248","420"
"2019-09-19","32000.00","10703","14","10717","8080"
"2019-09-26","1.00","2","2","4","952000"
"2019-09-26","2.00","0","3","3","1260000"
"2019-09-26","3.00","2","267","269","112644000"
"2019-09-26","4.00","265","2061","2326","215712000"
"2019-09-26","5.00","5325","4848","10173","362936000"
"2019-09-26","6.00","13256","1943","15199","867720000"
"2019-09-26","7.00","4812","164","4976","449792000"
"2019-09-26","8.00","928","126","1054","199612000"
"2019-09-26","9.00","140","57","197","67172000"
"2019-09-26","10.00","129","102","231","91235000"
"2019-09-26","11.00","15","22","37","18024000"
"2019-09-26","12.00","27","50","77","28613000"
"2019-09-26","13.00","0","153","153","49009000"
"2019-09-26","14.00","6","388","394","49619000"
"2019-09-26","15.00","373","1117","1490","120197000"
"2019-09-26","16.00","1197","1201","2398","106471000"
"2019-09-26","17.00","2483","1178","3661","180612000"
"2019-09-26","18.00","2198","770","2968","135569000"
"2019-09-26","19.00","992","498","1490","103009000"
"2019-09-26","20.00","1522","2158","3680","161350000"
"2019-09-26","21.00","764","429","1193","25490000"
"2019-09-26","22.00","1304","519","1823","26632000"
"2019-09-26","22.50","0","0","0","0"
"2019-09-26","23.00","1004","293","1297","27010500"
"2019-09-26","24.00","1221","452","1673","34696000"
"2019-09-26","25.00","1715","2069","3784","94977500"
"2019-09-26","26.00","752","471","1223","32992500"
"2019-09-26","27.00","751","527","1278","26773000"
"2019-09-26","27.50","0","34","34","356000"
"2019-09-26","28.00","865","929","1794","39686500"
"2019-09-26","29.00","487","1002","1489","25061000"
"2019-09-26","30.00","3537","11657","15194","246452500"
"2019-09-26","31.00","1095","2231","3326","41485000"
"2019-09-26","32.00","2968","3715","6683","67296000"
"2019-09-26","32.50","2","174","176","2024000"
"2019-09-26","33.00","4824","3646","8470","59194000"
"2019-09-26","34.00","6648","2573","9221","58081000"
"2019-09-26","35.00","17406","10251","27657","240648700"
"2019-09-26","36.00","7714","761","8475","67394000"
"2019-09-26","37.00","6186","591","6777","45528000"
"2019-09-26","37.50","85","166","251","3232000"
"2019-09-26","38.00","4425","790","5215","61027000"
"2019-09-26","39.00","1531","969","2500","56299500"
"2019-09-26","40.00","13397","28086","41483","373240000"
"2019-09-26","41.00","1058","856","1914","36571500"
"2019-09-26","42.00","3121","1093","4214","59372000"
"2019-09-26","42.50","548","457","1005","13386900"
"2019-09-26","43.00","3425","1062","4487","66602000"
"2019-09-26","44.00","3443","1150","4593","81529000"
"2019-09-26","45.00","11049","28531","39580","350898500"
"2019-09-26","46.00","1997","763","2760","43255500"
"2019-09-26","47.00","1953","1111","3064","51454500"
"2019-09-26","47.50","191","1433","1624","16459000"
"2019-09-26","48.00","1910","1413","3323","46322000"
"2019-09-26","49.00","1031","980","2011","26503000"
"2019-09-26","50.00","18201","78158","96359","464447600"
"2019-09-26","51.00","2749","691","3440","24835000"
"2019-09-26","52.00","3610","831","4441","45411000"
"2019-09-26","52.50","1958","5363","7321","46773800"
"2019-09-26","53.00","2564","415","2979","32629000"
"2019-09-26","54.00","3568","271","3839","52280000"
"2019-09-26","55.00","56503","89918","146421","414583100"
"2019-09-26","56.00","1100","318","1418","30107000"
"2019-09-26","57.00","928","533","1461","40801500"
"2019-09-26","57.50","7613","11886","19499","81080600"
"2019-09-26","58.00","831","285","1116","25276500"
"2019-09-26","59.00","499","286","785","19512000"
"2019-09-26","60.00","143824","100660","244484","662232500"
"2019-09-26","61.00","485","281","766","30977000"
"2019-09-26","62.00","623","537","1160","23158500"
"2019-09-26","62.50","17505","12352","29857","113889400"
"2019-09-26","63.00","878","392","1270","27752000"
"2019-09-26","64.00","856","362","1218","15147000"
"2019-09-26","65.00","168504","57473","225977","544285900"
"2019-09-26","66.00","1074","159","1233","20409000"
"2019-09-26","67.00","1227","204","1431","13543000"
"2019-09-26","67.50","21796","5015","26811","118957000"
"2019-09-26","68.00","1101","71","1172","13215500"
"2019-09-26","69.00","483","37","520","6532000"
"2019-09-26","70.00","195182","31671","226853","689937000"
"2019-09-26","71.00","123","2","125","2168000"
"2019-09-26","72.00","131","0","131","3533000"
"2019-09-26","72.50","12084","2667","14751","78566000"
"2019-09-26","73.00","64","2","66","2673500"
"2019-09-26","74.00","35","0","35","2060000"
"2019-09-26","75.00","100949","8270","109219","344625600"
"2019-09-26","76.00","40","2","42","1585000"
"2019-09-26","77.00","38","22","60","4556000"
"2019-09-26","77.50","3812","1405","5217","53465100"
"2019-09-26","78.00","0","0","0","0"
"2019-09-26","79.00","0","0","0","0"
"2019-09-26","80.00","81874","13059","94933","430092300"
"2019-09-26","81.00","0","0","0","0"
"2019-09-26","82.00","0","2","2","210000"
"2019-09-26","82.50","1788","2025","3813","32636600"
"2019-09-26","83.00","1","4","5","352500"
"2019-09-26","84.00","0","0","0","0"
"2019-09-26","85.00","27658","14779","42437","211910600"
"2019-09-26","86.00","0","0","0","0"
"2019-09-26","87.00","0","0","0","0"
"2019-09-26","87.50","3779","2072","5851","30971200"
"2019-09-26","88.00","0","0","0","0"
"2019-09-26","90.00","35606","34244","69850","333062800"
"2019-09-26","92.50","2687","2252","4939","25125200"
"2019-09-26","95.00","28683","33447","62130","208786900"
"2019-09-26","97.50","3053","2967","6020","22503700"
"2019-09-26","100.00","72177","55855","128032","501062316"
"2019-09-26","102.50","5045","4402","9447","33973436"
"2019-09-26","105.00","56363","34959","91322","274407900"
"2019-09-26","107.50","7127","2722","9849","43605392"
"2019-09-26","110.00","75225","52731","127956","428453068"
"2019-09-26","112.50","6357","1774","8131","36826470"
"2019-09-26","115.00","44448","38298","82746","260016110"
"2019-09-26","117.50","4405","3927","8332","36749880"
"2019-09-26","120.00","63282","63956","127238","388900436"
"2019-09-26","122.50","4009","4601","8610","41826296"
"2019-09-26","125.00","54480","48863","103343","249698726"
"2019-09-26","127.50","8999","5045","14044","44783038"
"2019-09-26","130.00","104741","43661","148402","333518542"
"2019-09-26","132.50","9341","3099","12440","41477356"
"2019-09-26","135.00","71039","17290","88329","175490437"
"2019-09-26","137.50","6445","2641","9086","25237875"
"2019-09-26","140.00","86188","22979","109167","263462950"
"2019-09-26","142.50","4469","2968","7437","21969772"
"2019-09-26","145.00","39500","15424","54924","126317851"
"2019-09-26","147.50","4510","2754","7264","14299208"
"2019-09-26","150.00","62753","24756","87509","300807969"
"2019-09-26","152.50","4682","1455","6137","10422193"
"2019-09-26","155.00","23730","17884","41614","77410499"
"2019-09-26","157.50","3154","1789","4943","7692094"
"2019-09-26","160.00","41458","23159","64617","162766114"
"2019-09-26","162.50","1838","480","2318","4120987"
"2019-09-26","165.00","28224","10729","38953","63415780"
"2019-09-26","167.50","991","269","1260","2600250"
"2019-09-26","170.00","28726","11620","40346","103747268"
"2019-09-26","172.50","228","403","631","1902558"
"2019-09-26","175.00","15277","8113","23390","57610596"
"2019-09-26","177.50","338","434","772","2546732"
"2019-09-26","180.00","20520","17970","38490","99621450"
"2019-09-26","182.50","483","226","709","1915200"
"2019-09-26","185.00","11121","13996","25117","52210800"
"2019-09-26","187.50","600","307","907","1870000"
"2019-09-26","190.00","23992","28151","52143","107670606"
"2019-09-26","192.50","431","700","1131","3531400"
"2019-09-26","195.00","22051","21604","43655","63564200"
"2019-09-26","197.50","669","1070","1739","3732600"
"2019-09-26","200.00","61617","25093","86710","136257178"
"2019-09-26","202.50","1814","365","2179","6643614"
"2019-09-26","205.00","37578","6077","43655","68132700"
"2019-09-26","207.50","1646","100","1746","4053600"
"2019-09-26","210.00","41627","8890","50517","104480932"
"2019-09-26","212.50","551","21","572","2848800"
"2019-09-26","215.00","15264","5019","20283","38474300"
"2019-09-26","217.50","90","6","96","648000"
"2019-09-26","220.00","23800","12663","36463","85271400"
"2019-09-26","222.50","86","39","125","1352600"
"2019-09-26","225.00","10336","7957","18293","39808700"
"2019-09-26","227.50","10","813","823","3172600"
"2019-09-26","230.00","22530","19679","42209","88394870"
"2019-09-26","232.50","53","2261","2314","3981600"
"2019-09-26","235.00","12255","14328","26583","40078200"
"2019-09-26","237.50","2332","4582","6914","10404800"
"2019-09-26","240.00","41528","39084","80612","139512543"
"2019-09-26","242.50","6829","2760","9589","12482400"
"2019-09-26","245.00","35474","12876","48350","78778000"
"2019-09-26","247.50","6675","1566","8241","12148000"
"2019-09-26","250.00","54522","47515","102037","183054559"
"2019-09-26","252.50","4643","1594","6237","10292400"
"2019-09-26","255.00","22787","14751","37538","59831100"
"2019-09-26","257.50","2556","311","2867","5864800"
"2019-09-26","260.00","43211","50739","93950","159913026"
"2019-09-26","262.50","1233","7","1240","3272800"
"2019-09-26","265.00","11776","24429","36205","59890100"
"2019-09-26","267.50","55","9","64","792000"
"2019-09-26","270.00","45253","71328","116581","153913659"
"2019-09-26","272.50","3","8","11","240000"
"2019-09-26","275.00","30465","43413","73878","67402150"
"2019-09-26","277.50","2","2","4","48000"
"2019-09-26","280.00","97610","92398","190008","207812354"
"2019-09-26","282.50","0","6","6","124800"
"2019-09-26","285.00","70929","35768","106697","79348000"
"2019-09-26","287.50","0","6","6","184800"
"2019-09-26","290.00","139049","48255","187304","168839879"
"2019-09-26","292.50","0","0","0","0"
"2019-09-26","295.00","49581","12099","61680","50958500"
"2019-09-26","297.50","0","2","2","45600"
"2019-09-26","300.00","158866","77781","236647","283737417"
"2019-09-26","302.50","0","1","1","43200"
"2019-09-26","305.00","33034","8145","41179","31446700"
"2019-09-26","307.50","0","10","10","307200"
"2019-09-26","310.00","83008","28219","111227","103727809"
"2019-09-26","312.50","0","2","2","52800"
"2019-09-26","315.00","20375","1709","22084","23290600"
"2019-09-26","317.50","0","0","0","0"
"2019-09-26","320.00","67963","49119","117082","129209687"
"2019-09-26","322.50","0","21","21","554400"
"2019-09-26","325.00","9627","413","10040","16527650"
"2019-09-26","327.50","0","0","0","0"
"2019-09-26","330.00","45317","50161","95478","95609844"
"2019-09-26","332.50","0","0","0","0"
"2019-09-26","335.00","2944","182","3126","7430500"
"2019-09-26","340.00","51590","85700","137290","123549418"
"2019-09-26","345.00","1093","85","1178","3802075"
"2019-09-26","350.00","77338","68413","145751","120573118"
"2019-09-26","355.00","167","77","244","1321550"
"2019-09-26","360.00","100586","92755","193341","118976014"
"2019-09-26","365.00","94","714","808","5035550"
"2019-09-26","370.00","96341","59843","156184","113227658"
"2019-09-26","375.00","187","3782","3969","5849400"
"2019-09-26","380.00","110559","102175","212734","151108969"
"2019-09-26","385.00","1422","10856","12278","9200275"
"2019-09-26","390.00","78962","64420","143382","94843376"
"2019-09-26","395.00","12763","15715","28478","16240775"
"2019-09-26","400.00","185442","138847","324289","224533090"
"2019-09-26","405.00","25399","13627","39026","17080600"
"2019-09-26","410.00","117135","56500","173635","110859778"
"2019-09-26","415.00","26050","5251","31301","18559175"
"2019-09-26","420.00","160954","70000","230954","138539671"
"2019-09-26","425.00","17075","4634","21709","16993750"
"2019-09-26","430.00","89803","33565","123368","83360742"
"2019-09-26","435.00","9154","7367","16521","6919000"
"2019-09-26","440.00","148845","41220","190065","98760774"
"2019-09-26","445.00","11966","7032","18998","5921625"
"2019-09-26","450.00","98538","19350","117888","89804749"
"2019-09-26","455.00","10434","460","10894","2804000"
"2019-09-26","460.00","116238","12378","128616","65653886"
"2019-09-26","465.00","3246","30","3276","1505500"
"2019-09-26","470.00","39596","5749","45345","30635426"
"2019-09-26","475.00","721","0","721","521125"
"2019-09-26","480.00","61074","6137","67211","41519756"
"2019-09-26","485.00","37","0","37","222250"
"2019-09-26","490.00","13913","4291","18204","16107145"
"2019-09-26","493.35","0","1","1","11700"
"2019-09-26","495.00","9","14","23","116375"
"2019-09-26","500.00","65949","14870","80819","85733095"
"2019-09-26","505.00","0","0","0","0"
"2019-09-26","506.65","0","27","27","86400"
"2019-09-26","510.00","7487","7220","14707","9064397"
"2019-09-26","520.00","23949","12440","36389","23960283"
"2019-09-26","530.00","16045","9350","25395","14139595"
"2019-09-26","533.35","6","302","308","96300"
"2019-09-26","540.00","28524","11844","40368","23592250"
"2019-09-26","546.65","106","1060","1166","544500"
"2019-09-26","550.00","24989","12771","37760","29258076"
"2019-09-26","560.00","26365","10964","37329","23327219"
"2019-09-26","570.00","15901","5612","21513","12739694"
"2019-09-26","573.35","942","213","1155","327600"
"2019-09-26","580.00","22498","11107","33605","24897476"
"2019-09-26","586.65","904","139","1043","376200"
"2019-09-26","590.00","9437","8751","18188","11850616"
"2019-09-26","600.00","39868","25531","65399","60158717"
"2019-09-26","610.00","11735","13857","25592","13781914"
"2019-09-26","613.35","175","0","175","101700"
"2019-09-26","620.00","23970","27211","51181","35071356"
"2019-09-26","626.65","0","0","0","0"
"2019-09-26","630.00","18675","24972","43647","24394567"
"2019-09-26","640.00","30778","35618","66396","35325296"
"2019-09-26","650.00","39392","29061","68453","34439295"
"2019-09-26","653.35","5","0","5","11700"
"2019-09-26","660.00","46889","26908","73797","36580762"
"2019-09-26","666.65","1","0","1","16200"
"2019-09-26","670.00","44070","19181","63251","27091217"
"2019-09-26","680.00","57656","26829","84485","41457551"
"2019-09-26","690.00","31024","18414","49438","17838000"
"2019-09-26","693.35","0","0","0","0"
"2019-09-26","700.00","76813","39567","116380","60538900"
"2019-09-26","706.65","0","4","4","31500"
"2019-09-26","710.00","37184","9634","46818","14510600"
"2019-09-26","720.00","55451","11526","66977","31781950"
"2019-09-26","730.00","25242","4111","29353","12909750"
"2019-09-26","733.35","0","0","0","0"
"2019-09-26","740.00","32751","11447","44198","88061700"
"2019-09-26","746.65","0","0","0","0"
"2019-09-26","750.00","16697","5779","22476","18466200"
"2019-09-26","760.00","19360","8596","27956","20380550"
"2019-09-26","770.00","7795","7040","14835","12935100"
"2019-09-26","780.00","19776","14692","34468","21868950"
"2019-09-26","790.00","13645","12125","25770","13781000"
"2019-09-26","800.00","32236","26508","58744","49818650"
"2019-09-26","810.00","11862","13703","25565","13493000"
"2019-09-26","820.00","24676","20273","44949","21316050"
"2019-09-26","830.00","20726","8457","29183","13288300"
"2019-09-26","840.00","29061","6066","35127","22575800"
"2019-09-26","850.00","19095","1803","20898","16093400"
"2019-09-26","860.00","17574","1440","19014","22208700"
"2019-09-26","870.00","6220","278","6498","6208800"
"2019-09-26","880.00","6138","1543","7681","10059050"
"2019-09-26","890.00","777","184","961","2121500"
"2019-09-26","900.00","6284","6203","12487","13218150"
"2019-09-26","910.00","269","275","544","1193500"
"2019-09-26","920.00","2580","2100","4680","3355300"
"2019-09-26","930.00","550","421","971","482200"
"2019-09-26","940.00","2613","1682","4295","3154950"
"2019-09-26","950.00","1261","780","2041","733600"
"2019-09-26","960.00","2832","1639","4471","2545400"
"2019-09-26","970.00","1158","227","1385","525700"
"2019-09-26","980.00","2735","2802","5537","3989450"
"2019-09-26","990.00","605","101","706","343700"
"2019-09-26","1000.00","7452","8361","15813","15355750"
"2019-09-26","1010.00","347","10","357","182900"
"2019-09-26","1020.00","2589","5600","8189","4664750"
"2019-09-26","1030.00","377","185","562","413100"
"2019-09-26","1040.00","6154","8835","14989","6570600"
"2019-09-26","1050.00","421","1097","1518","1420900"
"2019-09-26","1060.00","9695","9105","18800","8435050"
"2019-09-26","1070.00","92","3493","3585","1346600"
"2019-09-26","1080.00","12406","13957","26363","12115100"
"2019-09-26","1090.00","1846","5578","7424","3568500"
"2019-09-26","1100.00","28851","44481","73332","34728775"
"2019-09-26","1110.00","4674","3875","8549","1608000"
"2019-09-26","1120.00","26843","29383","56226","18848450"
"2019-09-26","1130.00","6831","4563","11394","4581000"
"2019-09-26","1140.00","24824","43903","68727","19630700"
"2019-09-26","1150.00","11156","8665","19821","7280100"
"2019-09-26","1160.00","23058","65864","88922","16906875"
"2019-09-26","1170.00","2470","3836","6306","1048000"
"2019-09-26","1180.00","32905","87263","120168","20577800"
"2019-09-26","1190.00","2426","2975","5401","661250"
"2019-09-26","1200.00","97905","172537","270442","73165416"
"2019-09-26","1210.00","2269","4156","6425","1232700"
"2019-09-26","1220.00","103210","84390","187600","29207750"
"2019-09-26","1230.00","3014","8400","11414","992600"
"2019-09-26","1240.00","147592","76688","224280","44203700"
"2019-09-26","1250.00","21351","30665","52016","8087550"
"2019-09-26","1260.00","148993","60093","209086","42634925"
"2019-09-26","1270.00","9478","85","9563","1010900"
"2019-09-26","1280.00","135484","55227","190711","31941275"
"2019-09-26","1290.00","2857","28","2885","263700"
"2019-09-26","1300.00","245093","81065","326158","109839175"
"2019-09-26","1310.00","451","139","590","314400"
"2019-09-26","1320.00","98747","17387","116134","24488400"
"2019-09-26","1330.00","267","63","330","226750"
"2019-09-26","1340.00","76114","16112","92226","22333600"
"2019-09-26","1350.00","27595","25926","53521","7364800"
"2019-09-26","1360.00","60944","14800","75744","19544500"
"2019-09-26","1370.00","195","30","225","202000"
"2019-09-26","1380.00","42772","12189","54961","22094925"
"2019-09-26","1390.00","15","2","17","54750"
"2019-09-26","1400.00","119839","44781","164620","96197750"
"2019-09-26","1410.00","3","4","7","25300"
"2019-09-26","1420.00","15913","20872","36785","12062650"
"2019-09-26","1430.00","2","0","2","4500"
"2019-09-26","1440.00","18080","28101","46181","11348575"
"2019-09-26","1450.00","35698","10506","46204","7518700"
"2019-09-26","1460.00","24097","29417","53514","10269475"
"2019-09-26","1470.00","5","0","5","3000"
"2019-09-26","1480.00","38562","20639","59201","8749325"
"2019-09-26","1490.00","0","0","0","0"
"2019-09-26","1500.00","88969","47270","136239","42273784"
"2019-09-26","1510.00","2","0","2","11250"
"2019-09-26","1520.00","33329","12145","45474","10025400"
"2019-09-26","1530.00","5","0","5","15000"
"2019-09-26","1540.00","26115","12284","38399","12062300"
"2019-09-26","1550.00","25423","6798","32221","5063942"
"2019-09-26","1560.00","29159","9834","38993","10121125"
"2019-09-26","1570.00","0","0","0","0"
"2019-09-26","1580.00","19739","9143","28882","8129200"
"2019-09-26","1590.00","2","0","2","9000"
"2019-09-26","1600.00","50411","26947","77358","26906158"
"2019-09-26","1610.00","4","0","4","9750"
"2019-09-26","1620.00","17881","5074","22955","4836025"
"2019-09-26","1640.00","22447","3299","25746","6243950"
"2019-09-26","1650.00","5093","8181","13274","4526886"
"2019-09-26","1660.00","11714","1215","12929","4219425"
"2019-09-26","1680.00","7529","558","8087","2815050"
"2019-09-26","1700.00","20992","10107","31099","9692752"
"2019-09-26","1720.00","4187","705","4892","1438675"
"2019-09-26","1740.00","2155","1843","3998","1379550"
"2019-09-26","1750.00","14450","3606","18056","4294094"
"2019-09-26","1760.00","1886","2516","4402","1610350"
"2019-09-26","1780.00","2355","5265","7620","1150800"
"2019-09-26","1800.00","22254","16981","39235","9344998"
"2019-09-26","1820.00","5551","7128","12679","1781950"
"2019-09-26","1840.00","10456","4553","15009","2552100"
"2019-09-26","1850.00","10754","2963","13717","3273452"
"2019-09-26","1860.00","10027","2689","12716","2575400"
"2019-09-26","1880.00","6493","1156","7649","1825000"
"2019-09-26","1900.00","20266","9725","29991","9221048"
"2019-09-26","1920.00","3223","2417","5640","1870400"
"2019-09-26","1940.00","2157","5655","7812","1984550"
"2019-09-26","1950.00","6073","979","7052","1506140"
"2019-09-26","1960.00","2406","10595","13001","2895700"
"2019-09-26","1980.00","2733","11722","14455","2023500"
"2019-09-26","2000.00","25777","32752","58529","11631552"
"2019-09-26","2020.00","12266","13566","25832","3168550"
"2019-09-26","2040.00","23272","23036","46308","5367150"
"2019-09-26","2050.00","2935","79","3014","747374"
"2019-09-26","2060.00","34292","31390","65682","6468950"
"2019-09-26","2080.00","40238","26294","66532","5664400"
"2019-09-26","2100.00","92142","42389","134531","22226722"
"2019-09-26","2120.00","43073","13320","56393","6510850"
"2019-09-26","2140.00","50524","23716","74240","9296100"
"2019-09-26","2150.00","768","36","804","366006"
"2019-09-26","2160.00","50414","27353","77767","12025750"
"2019-09-26","2180.00","38172","32435","70607","10451750"
"2019-09-26","2200.00","92667","56630","149297","28198956"
"2019-09-26","2220.00","39552","25843","65395","6534250"
"2019-09-26","2240.00","55580","27188","82768","10352750"
"2019-09-26","2250.00","150","27","177","168422"
"2019-09-26","2260.00","68871","15424","84295","9706500"
"2019-09-26","2280.00","44530","2903","47433","5199750"
"2019-09-26","2300.00","87151","2304","89455","21070904"
"2019-09-26","2320.00","22863","260","23123","3365750"
"2019-09-26","2340.00","14420","66","14486","2898000"
"2019-09-26","2350.00","75","269","344","345434"
"2019-09-26","2360.00","8557","126","8683","1982250"
"2019-09-26","2380.00","4247","16","4263","686000"
"2019-09-26","2400.00","14679","6420","21099","11132732"
"2019-09-26","2420.00","542","9","551","478250"
"2019-09-26","2440.00","149","9","158","148750"
"2019-09-26","2450.00","52","4356","4408","883236"
"2019-09-26","2460.00","85","25","110","197500"
"2019-09-26","2480.00","786","0","786","1190250"
"2019-09-26","2500.00","1706","17670","19376","4305484"
"2019-09-26","2520.00","0","2","2","6500"
"2019-09-26","2540.00","0","7","7","23250"
"2019-09-26","2550.00","2979","9134","12113","1818400"
"2019-09-26","2560.00","12","2","14","18250"
"2019-09-26","2580.00","0","0","0","0"
"2019-09-26","2600.00","12855","21524","34379","4475500"
"2019-09-26","2620.00","0","0","0","0"
"2019-09-26","2640.00","6","0","6","6000"
"2019-09-26","2650.00","10970","16040","27010","2617438"
"2019-09-26","2660.00","0","0","0","0"
"2019-09-26","2680.00","0","0","0","0"
"2019-09-26","2700.00","28334","29705","58039","5831150"
"2019-09-26","2720.00","0","0","0","0"
"2019-09-26","2740.00","0","0","0","0"
"2019-09-26","2750.00","27178","12816","39994","3626600"
"2019-09-26","2760.00","0","0","0","0"
"2019-09-26","2780.00","0","0","0","0"
"2019-09-26","2800.00","49948","10979","60927","6408202"
"2019-09-26","2820.00","0","0","0","0"
"2019-09-26","2840.00","0","0","0","0"
"2019-09-26","2850.00","24069","3830","27899","2577754"
"2019-09-26","2860.00","0","0","0","0"
"2019-09-26","2880.00","0","0","0","0"
"2019-09-26","2900.00","33840","7952","41792","4900600"
"2019-09-26","2920.00","0","0","0","0"
"2019-09-26","2940.00","0","0","0","0"
"2019-09-26","2950.00","8194","2685","10879","1043700"
"2019-09-26","2960.00","0","0","0","0"
"2019-09-26","2980.00","0","0","0","0"
"2019-09-26","3000.00","20111","6709","26820","5039550"
"2019-09-26","3020.00","0","0","0","0"
"2019-09-26","3040.00","0","0","0","0"
"2019-09-26","3050.00","2849","522","3371","539500"
"2019-09-26","3060.00","0","0","0","0"
"2019-09-26","3080.00","0","0","0","0"
"2019-09-26","3100.00","7337","5619","12956","2314450"
"2019-09-26","3120.00","0","0","0","0"
"2019-09-26","3140.00","0","0","0","0"
"2019-09-26","3150.00","322","2200","2522","427900"
"2019-09-26","3160.00","0","0","0","0"
"2019-09-26","3180.00","0","0","0","0"
"2019-09-26","3200.00","1418","13218","14636","2639300"
"2019-09-26","3220.00","0","0","0","0"
"2019-09-26","3240.00","0","0","0","0"
"2019-09-26","3250.00","1319","7956","9275","1220100"
"2019-09-26","3260.00","0","0","0","0"
"2019-09-26","3280.00","0","0","0","0"
"2019-09-26","3300.00","8259","21138","29397","4323550"
"2019-09-26","3320.00","0","0","0","0"
"2019-09-26","3340.00","0","0","0","0"
"2019-09-26","3350.00","6523","10519","17042","1601650"
"2019-09-26","3360.00","0","0","0","0"
"2019-09-26","3380.00","0","0","0","0"
"2019-09-26","3400.00","25859","16085","41944","5844600"
"2019-09-26","3420.00","0","0","0","0"
"2019-09-26","3440.00","0","0","0","0"
"2019-09-26","3450.00","20491","3713","24204","1736750"
"2019-09-26","3460.00","0","0","0","0"
"2019-09-26","3480.00","0","0","0","0"
"2019-09-26","3500.00","40991","5415","46406","4821150"
"2019-09-26","3520.00","0","0","0","0"
"2019-09-26","3540.00","0","0","0","0"
"2019-09-26","3550.00","12925","1766","14691","1182200"
"2019-09-26","3560.00","0","0","0","0"
"2019-09-26","3580.00","0","0","0","0"
"2019-09-26","3600.00","19333","4955","24288","3990650"
"2019-09-26","3650.00","2825","1159","3984","524500"
"2019-09-26","3700.00","9339","5559","14898","2476200"
"2019-09-26","3750.00","1830","1034","2864","390450"
"2019-09-26","3800.00","6695","8825","15520","1799650"
"2019-09-26","3850.00","1361","3429","4790","197500"
"2019-09-26","3900.00","7540","14157","21697","1548050"
"2019-09-26","3950.00","4165","4646","8811","242750"
"2019-09-26","4000.00","39445","5744","45189","2203350"
"2019-09-26","4050.00","10871","36","10907","260250"
"2019-09-26","4100.00","28612","1770","30382","2020450"
"2019-09-26","4150.00","1437","32","1469","71000"
"2019-09-26","4200.00","13428","2503","15931","1815650"
"2019-09-26","4250.00","1532","123","1655","347250"
"2019-09-26","4300.00","5238","2051","7289","944400"
"2019-09-26","4350.00","0","0","0","0"
"2019-09-26","4400.00","4379","127","4506","522000"
"2019-09-26","4450.00","0","0","0","0"
"2019-09-26","4500.00","3691","79","3770","708625"
"2019-09-26","4600.00","902","15","917","217700"
"2019-09-26","4700.00","107","6","113","36300"
"2019-09-26","4800.00","112","370","482","700925"
"2019-09-26","4900.00","2","10","12","6600"
"2019-09-26","5000.00","66","2988","3054","594000"
"2019-09-26","5100.00","2","34","36","14100"
"2019-09-26","5200.00","4","1684","1688","143850"
"2019-09-26","5300.00","14","2713","2727","245775"
"2019-09-26","5400.00","6","4265","4271","318525"
"2019-09-26","5500.00","308","24106","24414","1486275"
"2019-09-26","5600.00","85","13704","13789","581475"
"2019-09-26","5700.00","128","29963","30091","760500"
"2019-09-26","5800.00","1410","53655","55065","1596375"
"2019-09-26","5900.00","3753","48937","52690","1172200"
"2019-09-26","6000.00","16301","99291","115592","3091825"
"2019-09-26","6100.00","25092","46356","71448","1503425"
"2019-09-26","6200.00","48718","49341","98059","2388700"
"2019-09-26","6300.00","48076","47065","95141","1850225"
"2019-09-26","6400.00","58867","41652","100519","1921600"
