"expiry_dt","strike_pr","ce_volume","pe_volume","total_volume","total_open_interest"
"2019-10-31","455.00","15298","9034","24332","12002450"
"2019-10-31","460.00","99788","37800","137588","124051837"
"2019-10-31","465.00","18816","7504","26320","21095450"
"2019-10-31","470.00","67456","21712","89168","57272455"
"2019-10-31","475.00","14930","2238","17168","8437750"
"2019-10-31","480.00","73078","17003","90081","75188522"
"2019-10-31","485.00","7748","99","7847","4656100"
"2019-10-31","490.00","32153","8298","40451","34753238"
"2019-10-31","495.00","5595","5","5600","4753700"
"2019-10-31","500.00","69917","25259","95176","109923093"
"2019-10-31","505.00","171","3","174","187000"
"2019-10-31","510.00","14362","8715","23077","15428462"
"2019-10-31","515.00","0","0","0","0"
"2019-10-31","520.00","27939","12538","40477","33937234"
"2019-10-31","525.00","3","0","3","4400"
"2019-10-31","530.00","21042","7514","28556","19998711"
"2019-10-31","535.00","0","0","0","0"
"2019-10-31","540.00","25955","11298","37253","37397752"
"2019-10-31","545.00","0","0","0","0"
"2019-10-31","550.00","22509","13269","35778","40107382"
"2019-10-31","560.00","19303","13980","33283","30914992"
"2019-10-31","570.00","16606","8670","25276","21813529"
"2019-10-31","580.00","24087","16892","40979","37381848"
"2019-10-31","590.00","14562","12694","27256","22490200"
"2019-10-31","600.00","54038","55349","109387","97235179"
"2019-10-31","610.00","19673","11281","30954","22160004"
"2019-10-31","620.00","31890","27425","59315","48150415"
"2019-10-31","630.00","13634","17281","30915","22027374"
"2019-10-31","640.00","28808","39315","68123","50732838"
"2019-10-31","650.00","33813","39674","73487","50015266"
"2019-10-31","660.00","40721","34721","75442","49212137"
"2019-10-31","670.00","32889","24790","57679","33907807"
"2019-10-31","680.00","61877","37160","99037","62055856"
"2019-10-31","690.00","33742","21239","54981","25335418"
"2019-10-31","700.00","112775","53362","166137","117041849"
"2019-10-31","710.00","37017","16553","53570","30148328"
"2019-10-31","720.00","78940","24184","103124","62154339"
"2019-10-31","730.00","44133","16418","60551","42315200"
"2019-10-31","740.00","64858","19640","84498","58825534"
"2019-10-31","750.00","49867","16077","65944","45189900"
"2019-10-31","760.00","41684","18171","59855","36948950"
"2019-10-31","770.00","26364","12853","39217","34842650"
"2019-10-31","780.00","42351","14794","57145","49804950"
"2019-10-31","790.00","23360","5823","29183","24908400"
"2019-10-31","800.00","77313","9196","86509","101082000"
"2019-10-31","810.00","17525","1030","18555","16099900"
"2019-10-31","820.00","29293","761","30054","33507250"
"2019-10-31","830.00","12163","177","12340","13722700"
"2019-10-31","840.00","14452","1280","15732","16294700"
"2019-10-31","850.00","14093","147","14240","17747400"
"2019-10-31","860.00","8338","2539","10877","11102350"
"2019-10-31","870.00","2857","8","2865","5853600"
"2019-10-31","880.00","5929","2555","8484","7906500"
"2019-10-31","890.00","1177","0","1177","2139600"
"2019-10-31","900.00","12803","3268","16071","19349500"
"2019-10-31","910.00","355","0","355","1201200"
"2019-10-31","920.00","3913","754","4667","2567150"
"2019-10-31","930.00","151","0","151","574800"
"2019-10-31","940.00","3326","333","3659","3453750"
"2019-10-31","950.00","24","19","43","47716"
"2019-10-31","960.00","3151","632","3783","1987350"
"2019-10-31","970.00","0","0","0","0"
"2019-10-31","980.00","1811","1027","2838","2297850"
"2019-10-31","990.00","0","6","6","31000"
"2019-10-31","1000.00","1903","12657","14560","11886916"
"2019-10-31","1010.00","0","0","0","0"
"2019-10-31","1020.00","279","2843","3122","2864700"
"2019-10-31","1030.00","0","0","0","0"
"2019-10-31","1040.00","837","4549","5386","3449050"
"2019-10-31","1050.00","22","1553","1575","1370756"
"2019-10-31","1060.00","3526","5097","8623","5082150"
"2019-10-31","1070.00","4","41","45","2323000"
"2019-10-31","1080.00","6001","5252","11253","6761375"
"2019-10-31","1090.00","30","204","234","1572500"
"2019-10-31","1100.00","14399","35696","50095","33389056"
"2019-10-31","1110.00","73","788","861","782000"
"2019-10-31","1120.00","9189","6580","15769","7698800"
"2019-10-31","1130.00","218","1796","2014","2072000"
"2019-10-31","1140.00","12816","9335","22151","11668700"
"2019-10-31","1150.00","1238","22182","23420","15317600"
"2019-10-31","1160.00","8127","19222","27349","14565675"
"2019-10-31","1170.00","110","4629","4739","1342500"
"2019-10-31","1180.00","4692","28499","33191","14501400"
"2019-10-31","1190.00","945","7806","8751","1636000"
"2019-10-31","1200.00","28798","130960","159758","92123073"
"2019-10-31","1210.00","7815","12681","20496","2814000"
"2019-10-31","1220.00","33054","49035","82089","22563650"
"2019-10-31","1230.00","25422","19963","45385","6446000"
"2019-10-31","1240.00","55219","60310","115529","47496100"
"2019-10-31","1250.00","64434","31810","96244","25459478"
"2019-10-31","1260.00","67851","52431","120282","32443175"
"2019-10-31","1270.00","25312","372","25684","5102500"
"2019-10-31","1280.00","53984","54684","108668","29755450"
"2019-10-31","1290.00","8769","13","8782","2163500"
"2019-10-31","1300.00","165015","121319","286334","98796250"
"2019-10-31","1310.00","4069","0","4069","1217000"
"2019-10-31","1320.00","85552","50507","136059","30204450"
"2019-10-31","1330.00","2258","0","2258","655500"
"2019-10-31","1340.00","100689","49170","149859","31499025"
"2019-10-31","1350.00","38173","12475","50648","13827670"
"2019-10-31","1360.00","93894","57196","151090","35592800"
"2019-10-31","1370.00","12","7","19","139800"
"2019-10-31","1380.00","81895","53064","134959","29878025"
"2019-10-31","1390.00","4","0","4","17250"
"2019-10-31","1400.00","193618","115001","308619","84184215"
"2019-10-31","1410.00","7","0","7","46400"
"2019-10-31","1420.00","98674","51505","150179","25130025"
"2019-10-31","1430.00","2","7","9","23100"
"2019-10-31","1440.00","125156","40882","166038","30771050"
"2019-10-31","1450.00","22815","13849","36664","10514078"
"2019-10-31","1460.00","121415","35625","157040","25370200"
"2019-10-31","1470.00","2","8","10","48300"
"2019-10-31","1480.00","99459","16364","115823","20631050"
"2019-10-31","1490.00","6","33","39","85600"
"2019-10-31","1500.00","187633","53064","240697","74305058"
"2019-10-31","1510.00","2","2","4","19200"
"2019-10-31","1520.00","48119","9069","57188","15781425"
"2019-10-31","1530.00","10","11","21","48500"
"2019-10-31","1540.00","37145","17030","54175","13146975"
"2019-10-31","1550.00","23954","8961","32915","7808486"
"2019-10-31","1560.00","27734","21204","48938","11972175"
"2019-10-31","1570.00","59","0","59","40850"
"2019-10-31","1580.00","20630","23211","43841","8415825"
"2019-10-31","1590.00","8","0","8","5650"
"2019-10-31","1600.00","105014","53556","158570","48601051"
"2019-10-31","1610.00","2","0","2","1400"
"2019-10-31","1620.00","35381","10245","45626","9128675"
"2019-10-31","1640.00","35474","6887","42361","13115375"
"2019-10-31","1650.00","14790","11416","26206","7437276"
"2019-10-31","1660.00","26408","3735","30143","9122400"
"2019-10-31","1680.00","13614","2886","16500","5685375"
"2019-10-31","1700.00","54878","26248","81126","33916345"
"2019-10-31","1720.00","6639","4431","11070","4115950"
"2019-10-31","1740.00","8070","7350","15420","7663550"
"2019-10-31","1750.00","14613","5005","19618","5396382"
"2019-10-31","1760.00","9119","7228","16347","6209850"
"2019-10-31","1780.00","10482","5168","15650","4824875"
"2019-10-31","1800.00","46717","19154","65871","24530832"
"2019-10-31","1820.00","15447","8420","23867","5823050"
"2019-10-31","1840.00","12049","8440","20489","6003300"
"2019-10-31","1850.00","9673","965","10638","4676268"
"2019-10-31","1860.00","6336","11437","17773","6056000"
"2019-10-31","1880.00","2380","6483","8863","3095800"
"2019-10-31","1900.00","23089","49747","72836","26025208"
"2019-10-31","1920.00","3557","15242","18799","4527100"
"2019-10-31","1940.00","7584","21898","29482","6892100"
"2019-10-31","1950.00","2523","87","2610","2028642"
"2019-10-31","1960.00","13663","25595","39258","7369200"
"2019-10-31","1980.00","14186","26025","40211","6907000"
"2019-10-31","2000.00","72490","65097","137587","32313704"
"2019-10-31","2020.00","31732","23391","55123","9414550"
"2019-10-31","2040.00","48148","26171","74319","11964300"
"2019-10-31","2050.00","1003","27","1030","1340890"
"2019-10-31","2060.00","47512","24155","71667","11564900"
"2019-10-31","2080.00","44585","20764","65349","10591500"
"2019-10-31","2100.00","129566","25139","154705","35833938"
"2019-10-31","2120.00","45212","10534","55746","7156050"
"2019-10-31","2140.00","46683","8559","55242","8555100"
"2019-10-31","2150.00","107","27","134","292132"
"2019-10-31","2160.00","36344","5772","42116","8392200"
"2019-10-31","2180.00","22006","3054","25060","4897350"
"2019-10-31","2200.00","77889","6363","84252","30905614"
"2019-10-31","2220.00","12354","3222","15576","3127950"
"2019-10-31","2240.00","12431","3165","15596","2690150"
"2019-10-31","2250.00","13","84","97","225346"
"2019-10-31","2260.00","9214","1280","10494","1531950"
"2019-10-31","2280.00","7679","220","7899","508500"
"2019-10-31","2300.00","18913","741","19654","12896724"
"2019-10-31","2320.00","222","0","222","79500"
"2019-10-31","2340.00","169","1","170","164500"
"2019-10-31","2350.00","5","57","62","103674"
"2019-10-31","2360.00","7","7","14","61750"
"2019-10-31","2380.00","2","0","2","12500"
"2019-10-31","2400.00","2445","1666","4111","4339900"
"2019-10-31","2420.00","14","1","15","34000"
"2019-10-31","2440.00","10","0","10","67000"
"2019-10-31","2450.00","14","1526","1540","973666"
"2019-10-31","2460.00","128","0","128","511250"
"2019-10-31","2480.00","85","16","101","387500"
"2019-10-31","2500.00","515","11735","12250","3873430"
"2019-10-31","2520.00","2","2","4","1000"
"2019-10-31","2540.00","8","80","88","342000"
"2019-10-31","2550.00","233","5208","5441","1433804"
"2019-10-31","2560.00","0","0","0","0"
"2019-10-31","2580.00","0","0","0","0"
"2019-10-31","2600.00","4315","17810","22125","2739800"
"2019-10-31","2620.00","0","0","0","0"
"2019-10-31","2640.00","0","0","0","0"
"2019-10-31","2650.00","6529","8091","14620","1611304"
"2019-10-31","2660.00","0","0","0","0"
"2019-10-31","2680.00","0","0","0","0"
"2019-10-31","2700.00","28635","11624","40259","3926900"
"2019-10-31","2750.00","18299","3556","21855","2863700"
"2019-10-31","2800.00","43340","5570","48910","5864500"
"2019-10-31","2850.00","14995","1970","16965","1972400"
"2019-10-31","2900.00","24372","5403","29775","4696100"
"2019-10-31","2950.00","4832","2006","6838","1513600"
"2019-10-31","3000.00","20185","9016","29201","6812850"
"2019-10-31","3050.00","3588","4155","7743","1206950"
"2019-10-31","3100.00","10291","10638","20929","3519450"
"2019-10-31","3150.00","4560","5464","10024","855350"
"2019-10-31","3200.00","18902","5148","24050","2818300"
"2019-10-31","3250.00","9804","728","10532","1178750"
"2019-10-31","3300.00","16488","2393","18881","2585050"
"2019-10-31","3350.00","3807","251","4058","1043750"
"2019-10-31","3400.00","6757","1393","8150","2552200"
"2019-10-31","3450.00","531","113","644","301250"
"2019-10-31","3500.00","2527","6948","9475","3541200"
"2019-10-31","3550.00","217","177","394","412750"
"2019-10-31","3600.00","632","7252","7884","3178950"
"2019-10-31","3650.00","364","815","1179","584400"
"2019-10-31","3700.00","1140","13979","15119","3392600"
"2019-10-31","3750.00","127","3625","3752","638500"
"2019-10-31","3800.00","727","27998","28725","7994650"
"2019-10-31","3850.00","209","6153","6362","774250"
"2019-10-31","3900.00","3551","27396","30947","6176250"
"2019-10-31","3950.00","3470","10398","13868","1188400"
"2019-10-31","4000.00","20707","30410","51117","6870150"
"2019-10-31","4050.00","15412","7107","22519","1371850"
"2019-10-31","4100.00","35642","10189","45831","4583900"
"2019-10-31","4150.00","13100","2488","15588","1091900"
"2019-10-31","4200.00","38639","3343","41982","5115900"
"2019-10-31","4250.00","9502","740","10242","856700"
"2019-10-31","4300.00","25260","1636","26896","3209450"
"2019-10-31","4350.00","3458","105","3563","451600"
"2019-10-31","4400.00","21544","340","21884","3604500"
"2019-10-31","4450.00","1168","29","1197","252700"
"2019-10-31","4500.00","21056","94","21150","4910975"
"2019-10-31","4550.00","0","0","0","0"
"2019-10-31","4600.00","5359","16","5375","1372450"
"2019-10-31","4650.00","0","0","0","0"
"2019-10-31","4700.00","2317","4","2321","1071000"
"2019-10-31","4750.00","0","0","0","0"
"2019-10-31","4800.00","1771","516","2287","1373125"
"2019-10-31","4850.00","0","0","0","0"
"2019-10-31","4900.00","0","25","25","18825"
"2019-10-31","4950.00","1","0","1","1800"
"2019-10-31","5000.00","479","295","774","658075"
"2019-10-31","5050.00","0","0","0","0"
"2019-10-31","5100.00","0","0","0","0"
"2019-10-31","5150.00","0","0","0","0"
"2019-10-31","5200.00","8","0","8","600"
"2019-10-31","5250.00","0","0","0","0"
"2019-10-31","5300.00","0","0","0","0"
"2019-10-31","5350.00","0","0","0","0"
"2019-10-31","5400.00","2","32","34","36300"
"2019-10-31","5500.00","78","1378","1456","707175"
"2019-10-31","5600.00","32","199","231","106200"
"2019-10-31","5700.00","11","276","287","79575"
"2019-10-31","5800.00","15","1276","1291","384225"
"2019-10-31","5900.00","34","507","541","120375"
"2019-10-31","6000.00","365","22844","23209","2179425"
"2019-10-31","6100.00","329","3721","4050","496575"
"2019-10-31","6200.00","618","7013","7631","807000"
"2019-10-31","6300.00","697","13881","14578","1017525"
"2019-10-31","6400.00","779","20057","20836","947550"
"2019-10-31","6500.00","4490","45612","50102","3708700"
"2019-10-31","6600.00","2461","26050","28511","1124925"
"2019-10-31","6700.00","8872","26403","35275","1023175"
"2019-10-31","6800.00","18335","25527","43862","1705425"
"2019-10-31","6900.00","17577","19776","37353","1230125"
"2019-10-31","7000.00","51966","43384","95350","4882450"
"2019-10-31","7100.00","16734","17967","34701","921125"
"2019-10-31","7200.00","28233","25570","53803","1591025"
"2019-10-31","7300.00","19555","25133","44688","1061975"
"2019-10-31","7400.00","25564","24525","50089","1171450"
"2019-10-31","7500.00","65220","18840","84060","3170325"
"2019-10-31","7600.00","32911","10589","43500","618375"
"2019-10-31","7700.00","34745","2482","37227","850550"
"2019-10-31","7800.00","29215","1655","30870","673850"
"2019-10-31","7900.00","10990","1279","12269","297550"
"2019-10-31","8000.00","25939","4359","30298","2070300"
"2019-10-31","8100.00","3162","1223","4385","289125"
"2019-10-31","8200.00","2986","1077","4063","282875"
"2019-10-31","8300.00","3468","830","4298","361475"
"2019-10-31","8400.00","2835","593","3428","295075"
"2019-10-31","8500.00","4866","396","5262","536125"
"2019-10-31","8600.00","1735","184","1919","324000"
"2019-10-31","8700.00","1287","8","1295","234625"
"2019-10-31","8800.00","761","0","761","120625"
"2019-10-31","8900.00","204","0","204","51625"
"2019-10-31","9000.00","2317","12","2329","410625"
"2019-10-31","9100.00","16","2","18","9750"
"2019-10-31","9200.00","864","3167","4031","1082500"
"2019-10-31","9250.00","0","4788","4788","525"
"2019-10-31","9300.00","117","631","748","201050"
"2019-10-31","9350.00","0","79055","79055","6750"
"2019-10-31","9400.00","28","251","279","123325"
"2019-10-31","9450.00","0","9933","9933","6000"
"2019-10-31","9500.00","10254","20552","30806","8217875"
"2019-10-31","9550.00","0","35226","35226","1575"
"2019-10-31","9600.00","61","2631","2692","413975"
"2019-10-31","9650.00","0","430","430","4200"
"2019-10-31","9700.00","156","3467","3623","784575"
"2019-10-31","9750.00","6","7251","7257","9000"
"2019-10-31","9800.00","77","10656","10733","2390700"
"2019-10-31","9850.00","0","602","602","375"
"2019-10-31","9900.00","3322","14960","18282","4905975"
"2019-10-31","9950.00","0","2805","2805","0"
"2019-10-31","10000.00","65347","204373","269720","61372200"
"2019-10-31","10050.00","0","501","501","116175"
"2019-10-31","10100.00","145","24955","25100","2616225"
"2019-10-31","10150.00","0","1014","1014","19125"
"2019-10-31","10200.00","697","65640","66337","8483325"
"2019-10-31","10250.00","0","475","475","49050"
"2019-10-31","10300.00","500","89615","90115","14781975"
"2019-10-31","10350.00","1","1047","1048","128250"
"2019-10-31","10400.00","752","86419","87171","8519700"
"2019-10-31","10450.00","0","1076","1076","32550"
"2019-10-31","10500.00","22300","276492","298792","32535000"
"2019-10-31","10550.00","57","2326","2383","139875"
"2019-10-31","10600.00","4933","202047","206980","29402400"
"2019-10-31","10650.00","16","4448","4464","213150"
"2019-10-31","10700.00","12084","282223","294307","33246450"
"2019-10-31","10750.00","160","7134","7294","263250"
"2019-10-31","10800.00","35183","343404","378587","28846500"
"2019-10-31","10850.00","144","9865","10009","467850"
"2019-10-31","10900.00","31179","303866","335045","21133125"
"2019-10-31","10950.00","330","22122","22452","682050"
"2019-10-31","11000.00","165152","979224","1144376","109529475"
"2019-10-31","11050.00","297","37123","37420","982125"
"2019-10-31","11100.00","92393","504171","596564","28212675"
"2019-10-31","11150.00","3114","44518","47632","1169400"
"2019-10-31","11200.00","300613","854945","1155558","93290400"
"2019-10-31","11250.00","15656","93485","109141","2675625"
"2019-10-31","11300.00","439805","963420","1403225","50525025"
"2019-10-31","11350.00","20928","133756","154684","2719575"
"2019-10-31","11400.00","551395","1168922","1720317","56456475"
"2019-10-31","11450.00","39890","244275","284165","3602550"
"2019-10-31","11500.00","1229482","1753233","2982715","105601425"
"2019-10-31","11550.00","166638","436672","603310","6818700"
"2019-10-31","11600.00","1603829","1642243","3246072","65610525"
"2019-10-31","11650.00","374162","502975","877137","8155650"
"2019-10-31","11700.00","1860365","1266232","3126597","64661950"
"2019-10-31","11750.00","492154","645589","1137743","7179075"
"2019-10-31","11800.00","2138891","1483074","3621965","51215625"
"2019-10-31","11850.00","942907","999439","1942346","8288700"
"2019-10-31","11900.00","2616513","1292092","3908605","26870175"
"2019-10-31","11950.00","1272018","247222","1519240","4347825"
"2019-10-31","12000.00","2477716","198077","2675793","78559325"
"2019-10-31","12050.00","322075","1197","323272","2143650"
"2019-10-31","12100.00","581941","3990","585931","16588350"
"2019-10-31","12150.00","41082","44","41126","548550"
"2019-10-31","12200.00","257451","3369","260820","13197375"
"2019-10-31","12250.00","5304","2","5306","263025"
"2019-10-31","12300.00","111733","607","112340","5459775"
"2019-10-31","12350.00","654","0","654","31275"
"2019-10-31","12400.00","49639","437","50076","3958950"
"2019-10-31","12450.00","138","0","138","4800"
"2019-10-31","12500.00","212455","41729","254184","40996925"
"2019-10-31","12550.00","0","0","0","0"
"2019-10-31","12600.00","15093","181","15274","1513275"
"2019-10-31","12650.00","80","0","80","0"
"2019-10-31","12700.00","5860","47","5907","321075"
"2019-10-31","12750.00","0","2","2","330"
"2019-10-31","12800.00","16228","5061","21289","5436975"
"2019-10-31","12850.00","9214","0","9214","1125"
"2019-10-31","12900.00","1715","4","1719","146100"
"2019-10-31","12950.00","7005","0","7005","375"
"2019-10-31","13000.00","76987","48536","125523","25309295"
"2019-10-31","13050.00","10896","0","10896","225"
"2019-10-31","13100.00","4926","1782","6708","1929975"
"2019-10-31","13150.00","2","0","2","0"
"2019-10-31","13200.00","2","0","2","1250"
"2019-10-31","13250.00","0","6","6","60"
"2019-10-31","13300.00","6","35","41","13300"
"2019-10-31","13350.00","0","0","0","0"
"2019-10-31","13400.00","6","10","16","6500"
"2019-10-31","13500.00","42","253","295","45220"
"2019-10-31","13600.00","49","6","55","18450"
"2019-10-31","13700.00","72","31","103","16600"
"2019-10-31","13750.00","2","0","2","720"
"2019-10-31","13800.00","68","51","119","13700"
"2019-10-31","13900.00","62","12","74","12800"
"2019-10-31","14000.00","705","236","941","82750"
"2019-10-31","14100.00","84","24","108","19650"
"2019-10-31","14200.00","141","20","161","24100"
"2019-10-31","14250.00","0","0","0","0"
"2019-10-31","14300.00","36","33","69","5900"
"2019-10-31","14400.00","55","3","58","7250"
"2019-10-31","14500.00","748","139","887","65260"
"2019-10-31","14600.00","14","47","61","5300"
"2019-10-31","14700.00","533","4","537","70200"
"2019-10-31","14750.00","0","0","0","0"
"2019-10-31","14800.00","81","2","83","7850"
"2019-10-31","14900.00","8","0","8","1200"
"2019-10-31","15000.00","644","335","979","79740"
"2019-10-31","15100.00","0","0","0","0"
"2019-10-31","15200.00","0","0","0","0"
"2019-10-31","15250.00","0","0","0","0"
"2019-10-31","15300.00","14","0","14","3700"
"2019-10-31","15400.00","0","0","0","0"
"2019-10-31","15500.00","3","185","188","67260"
"2019-10-31","15600.00","0","0","0","0"
"2019-10-31","15700.00","0","0","0","0"
"2019-10-31","15750.00","0","4","4","1140"
"2019-10-31","15800.00","0","0","0","0"
"2019-10-31","15900.00","0","0","0","0"
"2019-10-31","16000.00","0","558","558","43825"
"2019-10-31","16100.00","0","0","0","0"
"2019-10-31","16200.00","0","0","0","0"
"2019-10-31","16250.00","0","0","0","0"
"2019-10-31","16300.00","0","0","0","0"
"2019-10-31","16400.00","0","0","0","0"
"2019-10-31","16500.00","15","186","201","35950"
"2019-10-31","16600.00","0","0","0","0"
"2019-10-31","16700.00","0","0","0","0"
"2019-10-31","16750.00","0","3","3","900"
"2019-10-31","16800.00","0","0","0","0"
"2019-10-31","16900.00","0","0","0","0"
"2019-10-31","17000.00","217","2021","2238","129275"
"2019-10-31","17100.00","0","0","0","0"
"2019-10-31","17200.00","0","0","0","0"
"2019-10-31","17250.00","0","0","0","0"
"2019-10-31","17300.00","0","0","0","0"
"2019-10-31","17400.00","0","0","0","0"
"2019-10-31","17500.00","64","906","970","63645"
"2019-10-31","17600.00","0","0","0","0"
"2019-10-31","17750.00","2","35","37","2225"
"2019-10-31","18000.00","716","2370","3086","106175"
"2019-10-31","18250.00","147","7","154","6825"
"2019-10-31","18500.00","1247","1350","2597","73775"
"2019-10-31","18750.00","265","120","385","20025"
"2019-10-31","19000.00","2384","3263","5647","160000"
"2019-10-31","19250.00","151","75","226","8400"
"2019-10-31","19500.00","901","1525","2426","61850"
"2019-10-31","19750.00","214","107","321","9700"
"2019-10-31","20000.00","5846","3502","9348","271175"
"2019-10-31","20250.00","264","449","713","10450"
"2019-10-31","20500.00","2041","1260","3301","46400"
"2019-10-31","20750.00","293","191","484","7650"
"2019-10-31","21000.00","5738","1164","6902","87525"
"2019-10-31","21250.00","299","53","352","4100"
"2019-10-31","21500.00","2962","629","3591","38925"
"2019-10-31","21750.00","370","19","389","22350"
"2019-10-31","22000.00","3858","628","4486","43325"
"2019-10-31","22250.00","0","0","0","0"
"2019-10-31","22500.00","2208","268","2476","56825"
"2019-10-31","22750.00","0","0","0","0"
"2019-10-31","23000.00","12","1","13","650"
"2019-10-31","23250.00","0","0","0","0"
"2019-10-31","23500.00","0","0","0","0"
"2019-10-31","23750.00","0","0","0","0"
"2019-10-31","24000.00","0","0","0","0"
"2019-10-31","24250.00","0","0","0","0"
"2019-10-31","24500.00","0","0","0","0"
"2019-10-31","25000.00","0","0","0","0"
"2019-10-31","25200.00","176","31130","31306","835460"
"2019-10-31","25300.00","46","449","495","7280"
"2019-10-31","25400.00","46","194","240","4040"
"2019-10-31","25500.00","1501","66072","67573","1270500"
"2019-10-31","25600.00","49","78","127","6940"
"2019-10-31","25700.00","46","14","60","1040"
"2019-10-31","25800.00","46","41","87","1260"
"2019-10-31","25900.00","45","60","105","2260"
"2019-10-31","26000.00","3127","118225","121352","4156420"
"2019-10-31","26100.00","7","260","267","5520"
"2019-10-31","26200.00","1","1402","1403","19780"
"2019-10-31","26300.00","0","16","16","80"
"2019-10-31","26400.00","0","733","733","34580"
"2019-10-31","26500.00","1858","167073","168931","2014720"
"2019-10-31","26600.00","2","730","732","8060"
"2019-10-31","26700.00","6","2739","2745","34020"
"2019-10-31","26800.00","72","1719","1791","34320"
"2019-10-31","26900.00","9","2270","2279","20220"
"2019-10-31","27000.00","16699","318294","334993","4506280"
"2019-10-31","27100.00","33","8612","8645","50420"
"2019-10-31","27200.00","1074","12376","13450","114780"
"2019-10-31","27300.00","160","14502","14662","80640"
"2019-10-31","27400.00","1410","21435","22845","161760"
"2019-10-31","27500.00","35375","426561","461936","7145580"
"2019-10-31","27600.00","1068","44860","45928","188660"
"2019-10-31","27700.00","419","45301","45720","184920"
"2019-10-31","27800.00","1826","62802","64628","314040"
"2019-10-31","27900.00","2538","93258","95796","424940"
"2019-10-31","28000.00","113752","904854","1018606","13221720"
"2019-10-31","28100.00","3821","107316","111137","382960"
"2019-10-31","28200.00","5188","166056","171244","541020"
"2019-10-31","28300.00","5398","158700","164098","464300"
"2019-10-31","28400.00","8224","190391","198615","514060"
"2019-10-31","28500.00","188060","1270832","1458892","8965260"
"2019-10-31","28600.00","12198","320110","332308","854640"
"2019-10-31","28700.00","11474","440434","451908","948520"
"2019-10-31","28800.00","20497","554712","575209","1300640"
"2019-10-31","28900.00","24492","491806","516298","873360"
"2019-10-31","29000.00","512180","2865685","3377865","15959640"
"2019-10-31","29100.00","116132","609563","725695","968220"
"2019-10-31","29200.00","226351","754515","980866","1813180"
"2019-10-31","29300.00","253891","788667","1042558","1449300"
"2019-10-31","29400.00","293745","825049","1118794","1651840"
"2019-10-31","29500.00","1333047","2222053","3555100","16604860"
"2019-10-31","29600.00","480567","991256","1471823","1521880"
"2019-10-31","29700.00","555598","1211283","1766881","1724120"
"2019-10-31","29800.00","670977","1441607","2112584","1472820"
"2019-10-31","29900.00","712955","1457583","2170538","1274100"
"2019-10-31","30000.00","3150139","2952243","6102382","13248600"
"2019-10-31","30100.00","1671151","1950076","3621227","1931300"
"2019-10-31","30200.00","2745057","1750839","4495896","1831400"
"2019-10-31","30300.00","2723877","1040574","3764451","1317580"
"2019-10-31","30400.00","2407495","376077","2783572","1145340"
"2019-10-31","30500.00","4261755","137530","4399285","10991140"
"2019-10-31","30600.00","1565092","13628","1578720","1059120"
"2019-10-31","30700.00","1048858","3005","1051863","880200"
"2019-10-31","30800.00","783227","780","784007","703620"
"2019-10-31","30900.00","399659","979","400638","793900"
"2019-10-31","31000.00","3154514","8307","3162821","6608220"
"2019-10-31","31100.00","147576","35","147611","205880"
"2019-10-31","31200.00","109045","102","109147","280280"
"2019-10-31","31300.00","44170","19","44189","72640"
"2019-10-31","31400.00","34296","6","34302","73600"
"2019-10-31","31500.00","309680","854","310534","2977780"
"2019-10-31","31600.00","12517","4","12521","21340"
"2019-10-31","31700.00","8440","3","8443","21040"
"2019-10-31","31800.00","8896","27","8923","32860"
"2019-10-31","31900.00","3500","2","3502","9800"
"2019-10-31","32000.00","274332","4387","278719","4129520"
"2019-10-31","32100.00","3516","3","3519","51580"
"2019-10-31","32200.00","21385","548","21933","637940"
"2019-10-31","47500.00","0","0","0","0"
"2019-10-31","48000.00","0","0","0","0"
"2019-10-31","48500.00","0","0","0","0"
"2019-10-31","49000.00","0","0","0","0"
"2019-10-31","49500.00","0","0","0","0"
"2019-10-31","50000.00","0","1","1","190"
"2019-10-31","50500.00","0","0","0","0"
"2019-10-31","51000.00","0","0","0","0"
"2019-10-31","51500.00","0","0","0","0"
"2019-10-31","52000.00","0","0","0","0"
"2019-10-31","52500.00","0","0","0","0"
"2019-10-31","53000.00","0","0","0","0"
"2019-10-31","53500.00","0","0","0","0"
"2019-10-31","54000.00","0","0","0","0"
"2019-10-31","54500.00","0","0","0","0"
"2019-10-31","55000.00","0","0","0","0"
"2019-10-31","55500.00","0","0","0","0"
"2019-10-31","56000.00","0","0","0","0"
"2019-10-31","56500.00","0","0","0","0"
"2019-10-31","57000.00","0","0","0","0"
"2019-10-31","57500.00","0","0","0","0"
"2019-10-31","58000.00","0","0","0","0"
"2019-10-31","58500.00","0","0","0","0"
"2019-10-31","59000.00","0","0","0","0"
"2019-10-31","59500.00","0","0","0","0"
"2019-10-31","60000.00","0","4","4","330"
"2019-10-31","60500.00","0","0","0","0"
"2019-10-31","61000.00","2","0","2","320"
"2019-10-31","61500.00","0","0","0","0"
"2019-10-31","62000.00","0","0","0","0"
"2019-10-31","62500.00","0","0","0","0"
"2019-10-31","63000.00","0","0","0","0"
"2019-10-31","63500.00","0","0","0","0"
"2019-10-31","64000.00","0","0","0","0"
"2019-10-31","64500.00","0","0","0","0"
"2019-10-31","65000.00","2","0","2","0"
"2019-10-31","65500.00","0","0","0","0"
"2019-10-31","66000.00","0","0","0","0"
"2019-10-31","66500.00","0","0","0","0"
"2019-10-31","67000.00","0","0","0","0"
"2019-10-31","67500.00","0","0","0","0"
